compartment_id,detector_id,detector_rule_id,id,labels0,lifecycle_detail,lifecycle_state,locks,region,resource_id,resource_name,resource_type,risk_level,risk_score,target_id,time_first_detected,time_last_detected,comment,description,recommendation
ocid1.compartment.oc1..aaaaaaaat5yz2wlmgp5poqbcg544cuqcnydf6jaq6pce7j2txorllb6fwaga;IAAS_CONFIGURATION_DETECTOR;INSTANCE_PUBLICLY_ACCESSIBLE;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqvr22crliwkdnz7nlgbicdearm3apm3urkkeg257q2a3a;CIS_OCI_V1.0_NETWORK;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.instance.oc1.sa-saopaulo-1.antxeljrnla7rtacfaze6fvpsnddazsc5vkkgndhswl2lqmg2w2lmwqjduua;STF-AFC-PRO-VMA-O11-001;Instance;CRITICAL;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-06-26 19:23:46.562000+00:00;2025-09-16 17:19:39.289000+00:00;;This detector rule identifies all instances that have a public IP assigned and reside on a public subnet reachable via an Internet Gateway, has a route table entry to the Internet Gateway and allows traffic from any protocol.;Carefully consider allowing internet access to any instances. For an instance to be publicly addressable, it must have a public IP, exist in a public VCN subnet or in VCN NSG ingress security rule, the VCN must have an Internet Gateway enabled and be configured for outbound traffic and the security list for the subnet must be configured for all IPs and all ports (0.0.0.0/0).
ocid1.compartment.oc1..aaaaaaaa7nhp4p7fsm6wwg4idkhad5lg2dq53gbsajp4bctg5vxizp7zkgfq;IAAS_CONFIGURATION_DETECTOR;INSTANCE_PUBLICLY_ACCESSIBLE;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqx7ztgx7jcb2krc2rvemrkzbjf6it3zwq6jngfewffjfq;CIS_OCI_V1.0_NETWORK;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.instance.oc1.sa-saopaulo-1.antxeljrnla7rtaci5l7bs4y7po7cjmndnvxmillvkh2d4rbefdjugzswqpq;COM-BAS-PRO-VMA-O11-001;Instance;CRITICAL;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-12 02:29:57.565000+00:00;2025-09-16 17:21:40.918000+00:00;;This detector rule identifies all instances that have a public IP assigned and reside on a public subnet reachable via an Internet Gateway, has a route table entry to the Internet Gateway and allows traffic from any protocol.;Carefully consider allowing internet access to any instances. For an instance to be publicly addressable, it must have a public IP, exist in a public VCN subnet or in VCN NSG ingress security rule, the VCN must have an Internet Gateway enabled and be configured for outbound traffic and the security list for the subnet must be configured for all IPs and all ports (0.0.0.0/0).
ocid1.compartment.oc1..aaaaaaaa4fyiek2wytf6acqublcnqbum3j6pekx2u4nivcsgpof2hkmkvapq;IAAS_CONFIGURATION_DETECTOR;INSTANCE_PUBLICLY_ACCESSIBLE;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqeq7luqoikvhz67jeo5ykx2i5ot6adsugx3n3v6vidcma;CIS_OCI_V1.0_NETWORK;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.instance.oc1.sa-saopaulo-1.antxeljrnla7rtac6mec54bxecvhkayyrjbijg2neadn34nvbsjmy45wbcuq;COM-SFT-PRO-SFTP-OCI1-001-VMA;Instance;CRITICAL;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-19 08:47:36.150000+00:00;2025-09-16 17:20:08.487000+00:00;;This detector rule identifies all instances that have a public IP assigned and reside on a public subnet reachable via an Internet Gateway, has a route table entry to the Internet Gateway and allows traffic from any protocol.;Carefully consider allowing internet access to any instances. For an instance to be publicly addressable, it must have a public IP, exist in a public VCN subnet or in VCN NSG ingress security rule, the VCN must have an Internet Gateway enabled and be configured for outbound traffic and the security list for the subnet must be configured for all IPs and all ports (0.0.0.0/0).
ocid1.compartment.oc1..aaaaaaaaexil2ggwoqtmsttllbe7bub5rdmxnth36ni3i35kjgyv4ucs2frq;IAAS_CONFIGURATION_DETECTOR;INSTANCE_PUBLICLY_ACCESSIBLE;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcq4zouhv5hyh5xs5xekde5d5bxgtoppejekqnfi5ik6ryq;CIS_OCI_V1.0_NETWORK;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.instance.oc1.sa-saopaulo-1.antxeljrnla7rtactevpucob7iipjkwwatyoxk7g354jysqvepoywmnsygpa;STF-OPE-PRO-VMA-O11-001;Instance;CRITICAL;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-03 19:02:21.870000+00:00;2025-09-16 17:21:39.564000+00:00;;This detector rule identifies all instances that have a public IP assigned and reside on a public subnet reachable via an Internet Gateway, has a route table entry to the Internet Gateway and allows traffic from any protocol.;Carefully consider allowing internet access to any instances. For an instance to be publicly addressable, it must have a public IP, exist in a public VCN subnet or in VCN NSG ingress security rule, the VCN must have an Internet Gateway enabled and be configured for outbound traffic and the security list for the subnet must be configured for all IPs and all ports (0.0.0.0/0).
ocid1.compartment.oc1..aaaaaaaa4fyiek2wytf6acqublcnqbum3j6pekx2u4nivcsgpof2hkmkvapq;IAAS_CONFIGURATION_DETECTOR;INSTANCE_PUBLICLY_ACCESSIBLE;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqek3ypsmurl7pkdhif2tqtonf47wacqfb6vdogzzlkmzq;CIS_OCI_V1.0_NETWORK;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.instance.oc1.sa-saopaulo-1.antxeljrnla7rtacpujlr6r56q2nzysch4pjouzffpibp6yvvlqffosaqz7a;COM-SFT-DES-SFTP-OCI1-001-VMA;Instance;CRITICAL;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-19 08:45:21.960000+00:00;2025-09-16 17:20:08.530000+00:00;;This detector rule identifies all instances that have a public IP assigned and reside on a public subnet reachable via an Internet Gateway, has a route table entry to the Internet Gateway and allows traffic from any protocol.;Carefully consider allowing internet access to any instances. For an instance to be publicly addressable, it must have a public IP, exist in a public VCN subnet or in VCN NSG ingress security rule, the VCN must have an Internet Gateway enabled and be configured for outbound traffic and the security list for the subnet must be configured for all IPs and all ports (0.0.0.0/0).
ocid1.compartment.oc1..aaaaaaaaexil2ggwoqtmsttllbe7bub5rdmxnth36ni3i35kjgyv4ucs2frq;IAAS_CONFIGURATION_DETECTOR;INSTANCE_PUBLICLY_ACCESSIBLE;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqvlprp23ehpqiahp5y4bgcl6z7jsoosmh3aekexefqmpq;CIS_OCI_V1.0_NETWORK;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.instance.oc1.sa-saopaulo-1.antxeljrnla7rtac5u2shy2ufvvgfbol2ravxugd6u57oiydxtcuxmt2s4ra;STF-OPE-CAL-VMA-O11-001;Instance;CRITICAL;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-06-28 01:28:13.438000+00:00;2025-09-16 17:21:38.784000+00:00;;This detector rule identifies all instances that have a public IP assigned and reside on a public subnet reachable via an Internet Gateway, has a route table entry to the Internet Gateway and allows traffic from any protocol.;Carefully consider allowing internet access to any instances. For an instance to be publicly addressable, it must have a public IP, exist in a public VCN subnet or in VCN NSG ingress security rule, the VCN must have an Internet Gateway enabled and be configured for outbound traffic and the security list for the subnet must be configured for all IPs and all ports (0.0.0.0/0).
ocid1.compartment.oc1..aaaaaaaa4fyiek2wytf6acqublcnqbum3j6pekx2u4nivcsgpof2hkmkvapq;IAAS_CONFIGURATION_DETECTOR;INSTANCE_PUBLICLY_ACCESSIBLE;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqvmioav4xh2vsxduxv4tqjf6ps7vn6wcdkfasn2ixltfq;CIS_OCI_V1.0_NETWORK;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.instance.oc1.sa-saopaulo-1.antxeljrnla7rtacdmlgjxvhoqazihjozc5iahj254xzehqhk7yq7hnpegoq;COM-SFT-PRO-SFTP-OCI1-002-VMA;Instance;CRITICAL;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-19 08:25:40.555000+00:00;2025-09-16 17:20:08.225000+00:00;;This detector rule identifies all instances that have a public IP assigned and reside on a public subnet reachable via an Internet Gateway, has a route table entry to the Internet Gateway and allows traffic from any protocol.;Carefully consider allowing internet access to any instances. For an instance to be publicly addressable, it must have a public IP, exist in a public VCN subnet or in VCN NSG ingress security rule, the VCN must have an Internet Gateway enabled and be configured for outbound traffic and the security list for the subnet must be configured for all IPs and all ports (0.0.0.0/0).
ocid1.compartment.oc1..aaaaaaaa4fyiek2wytf6acqublcnqbum3j6pekx2u4nivcsgpof2hkmkvapq;IAAS_CONFIGURATION_DETECTOR;INSTANCE_PUBLICLY_ACCESSIBLE;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqrnefoo5cxj3ne7jnjj75tkpd4jfbsaucrp7fpycqvlsq;CIS_OCI_V1.0_NETWORK;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.instance.oc1.sa-saopaulo-1.antxeljrnla7rtacvyalamtco6zfkwwr2iolck64xdvk4br7napidbzlomaq;COM-CRS-CAL-SFT-O11-001-09-09-25;Instance;CRITICAL;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-09-11 09:34:23.741000+00:00;2025-09-16 17:20:08.963000+00:00;None;This detector rule identifies all instances that have a public IP assigned and reside on a public subnet reachable via an Internet Gateway, has a route table entry to the Internet Gateway and allows traffic from any protocol.;Carefully consider allowing internet access to any instances. For an instance to be publicly addressable, it must have a public IP, exist in a public VCN subnet or in VCN NSG ingress security rule, the VCN must have an Internet Gateway enabled and be configured for outbound traffic and the security list for the subnet must be configured for all IPs and all ports (0.0.0.0/0).
ocid1.compartment.oc1..aaaaaaaaroxo7rjpcb7amjitfbqd4i3cve3oeznjy7fexavwvenkuct6y2oa;IAAS_CONFIGURATION_DETECTOR;SECURITY_LISTS_OPEN_PORTS;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcq3creoo3rmarzw5ezwkhr5jf5scuarxyrjp2qbzk74w2q;CIS_OCI_V1.0_NETWORK;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.securitylist.oc1.sa-saopaulo-1.aaaaaaaa36x2wxfwsrpjtinhmotiee6ifz6ypwupyavawqxpkw4oc3p3wn2q;PLUZ-DMZ-DRG-sec-list;VCN;CRITICAL;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-06-09 16:22:58.512000+00:00;2025-09-16 20:40:50.626000+00:00;None;This detector rule triggers a problem when traffic is allowed to certain restricted ports (see Input Settings, Restricted Protocol:Ports List) as part of the Security list ingress rule. If "Restricted Protocol:Ports List" includes port values that are identified or allowed for your workloads, then modify the list of ports in Input Settings accordingly.;Additional details section of the problem provides a list of open Restricted ports that triggered this problem. Ensure that your OCI VCNs use security lists with ingress or inbound rules to only allow traffic access to identified ports. Review if detected ports should be open on this security list Ingress rule and close them if they are not required to be open. It is also recommended to check the "Restricted Protocol:Ports List" in the Input setting of this detector rule and modify it to allow certain required ports and thus notifying Cloud Guard to not detect a problem for those ports.
ocid1.compartment.oc1..aaaaaaaaroxo7rjpcb7amjitfbqd4i3cve3oeznjy7fexavwvenkuct6y2oa;IAAS_CONFIGURATION_DETECTOR;SECURITY_LISTS_OPEN_PORTS;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqu3psc7niglwnxbqfswhnuvt44f4je44iy2ehhciglt2q;CIS_OCI_V1.0_NETWORK;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.securitylist.oc1.sa-saopaulo-1.aaaaaaaasejj4ljrpb3luqsjnfsbrah42f3qf5ezeqbwdve6wu75qcezck5a;COM-DMZ-DESA-SUB-security-list;VCN;CRITICAL;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-06-09 16:22:58.753000+00:00;2025-09-16 20:40:50.687000+00:00;None;This detector rule triggers a problem when traffic is allowed to certain restricted ports (see Input Settings, Restricted Protocol:Ports List) as part of the Security list ingress rule. If "Restricted Protocol:Ports List" includes port values that are identified or allowed for your workloads, then modify the list of ports in Input Settings accordingly.;Additional details section of the problem provides a list of open Restricted ports that triggered this problem. Ensure that your OCI VCNs use security lists with ingress or inbound rules to only allow traffic access to identified ports. Review if detected ports should be open on this security list Ingress rule and close them if they are not required to be open. It is also recommended to check the "Restricted Protocol:Ports List" in the Input setting of this detector rule and modify it to allow certain required ports and thus notifying Cloud Guard to not detect a problem for those ports.
ocid1.compartment.oc1..aaaaaaaaroxo7rjpcb7amjitfbqd4i3cve3oeznjy7fexavwvenkuct6y2oa;IAAS_CONFIGURATION_DETECTOR;SECURITY_LISTS_OPEN_PORTS;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqtmspgqerr5guzdvr74t5jvpv4mlsnktz454nenstioca;CIS_OCI_V1.0_NETWORK;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.securitylist.oc1.sa-saopaulo-1.aaaaaaaabeggdv7gqm6wjacvmrzpaxnm7ej6ni5pur6gokmleqxnd4rpi2ua;TEC-DMZ-PROD-SUB-security-list;VCN;CRITICAL;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-06-09 16:22:58.715000+00:00;2025-09-16 20:40:50.675000+00:00;None;This detector rule triggers a problem when traffic is allowed to certain restricted ports (see Input Settings, Restricted Protocol:Ports List) as part of the Security list ingress rule. If "Restricted Protocol:Ports List" includes port values that are identified or allowed for your workloads, then modify the list of ports in Input Settings accordingly.;Additional details section of the problem provides a list of open Restricted ports that triggered this problem. Ensure that your OCI VCNs use security lists with ingress or inbound rules to only allow traffic access to identified ports. Review if detected ports should be open on this security list Ingress rule and close them if they are not required to be open. It is also recommended to check the "Restricted Protocol:Ports List" in the Input setting of this detector rule and modify it to allow certain required ports and thus notifying Cloud Guard to not detect a problem for those ports.
ocid1.compartment.oc1..aaaaaaaaroxo7rjpcb7amjitfbqd4i3cve3oeznjy7fexavwvenkuct6y2oa;IAAS_CONFIGURATION_DETECTOR;SECURITY_LISTS_OPEN_PORTS;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqzu4vnm6qzzso3s6czr53k357ki5cxzotsnatmljqfmmq;CIS_OCI_V1.0_NETWORK;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.securitylist.oc1.sa-saopaulo-1.aaaaaaaapgcgdlpn7fpzhis3lku6jwiqtu4wsv5lg52owg33gdwff7pczkeq;COM-DMZ-CROS-SUB-security-list;VCN;CRITICAL;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-06-09 16:22:58.573000+00:00;2025-09-16 20:40:50.647000+00:00;None;This detector rule triggers a problem when traffic is allowed to certain restricted ports (see Input Settings, Restricted Protocol:Ports List) as part of the Security list ingress rule. If "Restricted Protocol:Ports List" includes port values that are identified or allowed for your workloads, then modify the list of ports in Input Settings accordingly.;Additional details section of the problem provides a list of open Restricted ports that triggered this problem. Ensure that your OCI VCNs use security lists with ingress or inbound rules to only allow traffic access to identified ports. Review if detected ports should be open on this security list Ingress rule and close them if they are not required to be open. It is also recommended to check the "Restricted Protocol:Ports List" in the Input setting of this detector rule and modify it to allow certain required ports and thus notifying Cloud Guard to not detect a problem for those ports.
ocid1.compartment.oc1..aaaaaaaaroxo7rjpcb7amjitfbqd4i3cve3oeznjy7fexavwvenkuct6y2oa;IAAS_CONFIGURATION_DETECTOR;SECURITY_LISTS_OPEN_PORTS;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqg5yjre2n4lc3ko4dcqvskshnwrffk55vt4iabflijvwq;CIS_OCI_V1.0_NETWORK;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.securitylist.oc1.sa-saopaulo-1.aaaaaaaavrc55rscaqnmmmcvrkueuozvvp7yk2g3wkoso5sqe5tedavzq5rq;TEC-DMZ-CALI-SUB-security-list;VCN;CRITICAL;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-06-09 16:22:58.732000+00:00;2025-09-16 20:40:50.681000+00:00;None;This detector rule triggers a problem when traffic is allowed to certain restricted ports (see Input Settings, Restricted Protocol:Ports List) as part of the Security list ingress rule. If "Restricted Protocol:Ports List" includes port values that are identified or allowed for your workloads, then modify the list of ports in Input Settings accordingly.;Additional details section of the problem provides a list of open Restricted ports that triggered this problem. Ensure that your OCI VCNs use security lists with ingress or inbound rules to only allow traffic access to identified ports. Review if detected ports should be open on this security list Ingress rule and close them if they are not required to be open. It is also recommended to check the "Restricted Protocol:Ports List" in the Input setting of this detector rule and modify it to allow certain required ports and thus notifying Cloud Guard to not detect a problem for those ports.
ocid1.compartment.oc1..aaaaaaaaroxo7rjpcb7amjitfbqd4i3cve3oeznjy7fexavwvenkuct6y2oa;IAAS_CONFIGURATION_DETECTOR;SECURITY_LISTS_OPEN_PORTS;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqqctqvmdkb7hhpqre7zefetfopmuphdpcui7es5263iaq;CIS_OCI_V1.0_NETWORK;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.securitylist.oc1.sa-saopaulo-1.aaaaaaaasdda33clf6w3fqmu5zcslg2okylun6szhnhq3s4wqfclhlv74iqq;COM-DMZ-PROD-SUB-security-list;VCN;CRITICAL;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-06-09 16:22:58.598000+00:00;2025-09-16 20:40:50.653000+00:00;None;This detector rule triggers a problem when traffic is allowed to certain restricted ports (see Input Settings, Restricted Protocol:Ports List) as part of the Security list ingress rule. If "Restricted Protocol:Ports List" includes port values that are identified or allowed for your workloads, then modify the list of ports in Input Settings accordingly.;Additional details section of the problem provides a list of open Restricted ports that triggered this problem. Ensure that your OCI VCNs use security lists with ingress or inbound rules to only allow traffic access to identified ports. Review if detected ports should be open on this security list Ingress rule and close them if they are not required to be open. It is also recommended to check the "Restricted Protocol:Ports List" in the Input setting of this detector rule and modify it to allow certain required ports and thus notifying Cloud Guard to not detect a problem for those ports.
ocid1.compartment.oc1..aaaaaaaaroxo7rjpcb7amjitfbqd4i3cve3oeznjy7fexavwvenkuct6y2oa;IAAS_CONFIGURATION_DETECTOR;SECURITY_LISTS_OPEN_PORTS;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqq5matqzum3kmlxawlx62uqxzw5s4uxeophrdzcox5ufq;CIS_OCI_V1.0_NETWORK;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.securitylist.oc1.sa-saopaulo-1.aaaaaaaajp6zn3tofaze3toe2cw2jhwfwgwviaicbjumrirtb2qgpkb2pmsa;TEC-DMZ-DESA-SUB-security-list;VCN;CRITICAL;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-06-09 16:22:58.796000+00:00;2025-09-16 20:40:50.695000+00:00;None;This detector rule triggers a problem when traffic is allowed to certain restricted ports (see Input Settings, Restricted Protocol:Ports List) as part of the Security list ingress rule. If "Restricted Protocol:Ports List" includes port values that are identified or allowed for your workloads, then modify the list of ports in Input Settings accordingly.;Additional details section of the problem provides a list of open Restricted ports that triggered this problem. Ensure that your OCI VCNs use security lists with ingress or inbound rules to only allow traffic access to identified ports. Review if detected ports should be open on this security list Ingress rule and close them if they are not required to be open. It is also recommended to check the "Restricted Protocol:Ports List" in the Input setting of this detector rule and modify it to allow certain required ports and thus notifying Cloud Guard to not detect a problem for those ports.
ocid1.compartment.oc1..aaaaaaaaroxo7rjpcb7amjitfbqd4i3cve3oeznjy7fexavwvenkuct6y2oa;IAAS_CONFIGURATION_DETECTOR;SECURITY_LISTS_OPEN_PORTS;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqbchahosgrc5hcosdnefta25mkpddbcacrtiuzpsozyda;CIS_OCI_V1.0_NETWORK;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.securitylist.oc1.sa-saopaulo-1.aaaaaaaa7ll4jdldewrsyiiisggoqd4qxdcpofnr3st2kuq6p7gvcov2hd6a;COM-DMZ-CALI-SUB-security-list;VCN;CRITICAL;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-06-09 16:22:58.540000+00:00;2025-09-16 20:40:50.634000+00:00;None;This detector rule triggers a problem when traffic is allowed to certain restricted ports (see Input Settings, Restricted Protocol:Ports List) as part of the Security list ingress rule. If "Restricted Protocol:Ports List" includes port values that are identified or allowed for your workloads, then modify the list of ports in Input Settings accordingly.;Additional details section of the problem provides a list of open Restricted ports that triggered this problem. Ensure that your OCI VCNs use security lists with ingress or inbound rules to only allow traffic access to identified ports. Review if detected ports should be open on this security list Ingress rule and close them if they are not required to be open. It is also recommended to check the "Restricted Protocol:Ports List" in the Input setting of this detector rule and modify it to allow certain required ports and thus notifying Cloud Guard to not detect a problem for those ports.
ocid1.compartment.oc1..aaaaaaaaroxo7rjpcb7amjitfbqd4i3cve3oeznjy7fexavwvenkuct6y2oa;IAAS_CONFIGURATION_DETECTOR;SECURITY_LISTS_OPEN_PORTS;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqts22dct7lrex5lp3kbmroi5xsf5h26gpnvzcq7ouv6oa;CIS_OCI_V1.0_NETWORK;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.securitylist.oc1.sa-saopaulo-1.aaaaaaaau36d72dwehyz7nv5q53fu2om5vahths4ybet2l46vhc33bktuwqa;STF-DMZ-PROD-SUB-security-list;VCN;CRITICAL;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-06-09 16:22:58.555000+00:00;2025-09-16 20:40:50.641000+00:00;None;This detector rule triggers a problem when traffic is allowed to certain restricted ports (see Input Settings, Restricted Protocol:Ports List) as part of the Security list ingress rule. If "Restricted Protocol:Ports List" includes port values that are identified or allowed for your workloads, then modify the list of ports in Input Settings accordingly.;Additional details section of the problem provides a list of open Restricted ports that triggered this problem. Ensure that your OCI VCNs use security lists with ingress or inbound rules to only allow traffic access to identified ports. Review if detected ports should be open on this security list Ingress rule and close them if they are not required to be open. It is also recommended to check the "Restricted Protocol:Ports List" in the Input setting of this detector rule and modify it to allow certain required ports and thus notifying Cloud Guard to not detect a problem for those ports.
ocid1.compartment.oc1..aaaaaaaamcjf4h52jnhtu7yuqoxruxbd22mlmk37oqr55witdiv3pmqogbjq;IAAS_CONFIGURATION_DETECTOR;SECURITY_LISTS_OPEN_PORTS;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqzil3elvkvzyvwnsq7r3dmb257t2syprp35ai7mnwyq5q;CIS_OCI_V1.0_NETWORK;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.securitylist.oc1.sa-saopaulo-1.aaaaaaaaeyvdxd33qqtpvkwuofjzamos77wdfhwnidqindsz5klqzdooctsa;SFT-CALI-DRG-sec-list;VCN;CRITICAL;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-06-09 21:01:40.159000+00:00;2025-09-16 17:35:48.734000+00:00;;This detector rule triggers a problem when traffic is allowed to certain restricted ports (see Input Settings, Restricted Protocol:Ports List) as part of the Security list ingress rule. If "Restricted Protocol:Ports List" includes port values that are identified or allowed for your workloads, then modify the list of ports in Input Settings accordingly.;Additional details section of the problem provides a list of open Restricted ports that triggered this problem. Ensure that your OCI VCNs use security lists with ingress or inbound rules to only allow traffic access to identified ports. Review if detected ports should be open on this security list Ingress rule and close them if they are not required to be open. It is also recommended to check the "Restricted Protocol:Ports List" in the Input setting of this detector rule and modify it to allow certain required ports and thus notifying Cloud Guard to not detect a problem for those ports.
ocid1.compartment.oc1..aaaaaaaamcjf4h52jnhtu7yuqoxruxbd22mlmk37oqr55witdiv3pmqogbjq;IAAS_CONFIGURATION_DETECTOR;SECURITY_LISTS_OPEN_PORTS;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcq3g7u7saifolrunu5hqskp7rpospqgiyu7irwsfpe4phq;CIS_OCI_V1.0_NETWORK;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.securitylist.oc1.sa-saopaulo-1.aaaaaaaafnoxhdazxkhqdrfvspkjx64ndy4bzt3llgoxuhb7vusxi2yw6qga;STF-PROD-SVC-SUB-security-list;VCN;CRITICAL;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-06-09 21:01:41.105000+00:00;2025-09-16 17:35:48.321000+00:00;None;This detector rule triggers a problem when traffic is allowed to certain restricted ports (see Input Settings, Restricted Protocol:Ports List) as part of the Security list ingress rule. If "Restricted Protocol:Ports List" includes port values that are identified or allowed for your workloads, then modify the list of ports in Input Settings accordingly.;Additional details section of the problem provides a list of open Restricted ports that triggered this problem. Ensure that your OCI VCNs use security lists with ingress or inbound rules to only allow traffic access to identified ports. Review if detected ports should be open on this security list Ingress rule and close them if they are not required to be open. It is also recommended to check the "Restricted Protocol:Ports List" in the Input setting of this detector rule and modify it to allow certain required ports and thus notifying Cloud Guard to not detect a problem for those ports.
